No.,名称,经度,纬度,值
674,0,103.007812500,30.585937500,1858.372
675,0,103.710937500,30.585937500,1071.623
676,0,104.414062500,30.585937500,731.124
677,0,105.117187500,30.585937500,836.874
678,0,105.820312500,30.585937500,775.624
679,0,106.523437500,30.585937500,714.374
680,0,107.226562500,30.585937500,553.374
681,0,107.929687500,30.585937500,292.625
682,0,108.632812500,30.585937500,486.374
683,0,109.335937500,30.585937500,680.124
684,0,110.039062500,30.585937500,744.624
685,0,110.742187500,30.585937500,679.874
686,0,111.445312500,30.585937500,427.874
687,0,112.148437500,30.585937500,175.875
688,0,112.851562500,30.585937500,58.875
689,0,113.554687500,30.585937500,76.875
690,0,114.257812500,30.585937500,94.875
691,0,114.960937500,30.585937500,86.875
692,0,115.664062500,30.585937500,162.125
693,0,116.367187500,30.585937500,320.624
694,0,117.070312500,30.585937500,302.125
695,0,117.773437500,30.585937500,283.625
696,0,118.476562500,30.585937500,269.750
697,0,119.179687500,30.585937500,260.500
698,0,119.882812500,30.585937500,251.250
699,0,120.585937500,30.585937500,88.774
700,0,121.289062500,30.585937500,-0.501
701,0,121.992187500,30.585937500,-0.501
702,0,122.695312500,30.585937500,-3.349
703,0,123.398437500,30.585937500,-48.921
704,0,101.601562500,29.882812500,3634.119
705,0,102.304687500,29.882812500,2750.621
706,0,103.007812500,29.882812500,1963.872
707,0,103.710937500,29.882812500,1177.123
708,0,104.414062500,29.882812500,836.624
709,0,105.117187500,29.882812500,942.374
710,0,105.820312500,29.882812500,1048.123
711,0,106.523437500,29.882812500,986.873
712,0,107.226562500,29.882812500,825.874
713,0,107.929687500,29.882812500,565.124
714,0,108.632812500,29.882812500,304.375
715,0,109.335937500,29.882812500,498.124
716,0,110.039062500,29.882812500,562.624
717,0,110.742187500,29.882812500,497.874
718,0,111.445312500,29.882812500,433.124
719,0,112.148437500,29.882812500,181.125
720,0,112.851562500,29.882812500,64.125
721,0,113.554687500,29.882812500,82.125
722,0,114.257812500,29.882812500,74.125
723,0,114.960937500,29.882812500,66.125
724,0,115.664062500,29.882812500,141.375
725,0,116.367187500,29.882812500,299.875
726,0,117.070312500,29.882812500,458.374
727,0,117.773437500,29.882812500,439.874
728,0,118.476562500,29.882812500,425.999
729,0,119.179687500,29.882812500,416.749
730,0,119.882812500,29.882812500,278.144
731,0,120.585937500,29.882812500,175.343
732,0,121.289062500,29.882812500,79.089
733,0,121.992187500,29.882812500,-0.501
734,0,122.695312500,29.882812500,-26.672
735,0,123.398437500,29.882812500,-60.685
736,0,101.601562500,29.179687500,3642.869
737,0,102.304687500,29.179687500,2856.120
738,0,103.007812500,29.179687500,2069.372
739,0,103.710937500,29.179687500,1282.623
740,0,104.414062500,29.179687500,942.124
741,0,105.117187500,29.179687500,1047.873
742,0,105.820312500,29.179687500,1153.623
743,0,106.523437500,29.179687500,1259.373
744,0,107.226562500,29.179687500,1098.373
745,0,107.929687500,29.179687500,837.624
746,0,108.632812500,29.179687500,576.874
747,0,109.335937500,29.179687500,316.124
748,0,110.039062500,29.179687500,380.624
749,0,110.742187500,29.179687500,315.875
750,0,111.445312500,29.179687500,251.125
751,0,112.148437500,29.179687500,186.375
752,0,112.851562500,29.179687500,69.375
753,0,113.554687500,29.179687500,61.375
754,0,114.257812500,29.179687500,53.375
755,0,114.960937500,29.179687500,45.375
756,0,115.664062500,29.179687500,120.625
757,0,116.367187500,29.179687500,279.125
758,0,117.070312500,29.179687500,437.624
759,0,117.773437500,29.179687500,596.124
760,0,118.476562500,29.179687500,582.249
761,0,119.179687500,29.179687500,469.696
762,0,119.882812500,29.179687500,397.446
763,0,120.585937500,29.179687500,325.196
764,0,121.289062500,29.179687500,84.020
765,0,121.992187500,29.179687500,-2.955
766,0,122.695312500,29.179687500,-42.219
767,0,123.398437500,29.179687500,-76.302
768,0,101.601562500,28.476562500,3864.244
769,0,102.304687500,28.476562500,3077.495
770,0,103.007812500,28.476562500,2290.746
771,0,103.710937500,28.476562500,1503.998
772,0,104.414062500,28.476562500,1163.498
773,0,105.117187500,28.476562500,1269.248
774,0,105.820312500,28.476562500,1374.998
775,0,106.523437500,28.476562500,1480.748
776,0,107.226562500,28.476562500,1227.998
777,0,107.929687500,28.476562500,967.248
778,0,108.632812500,28.476562500,706.499
779,0,109.335937500,28.476562500,445.749
780,0,110.039062500,28.476562500,283.000
781,0,110.742187500,28.476562500,218.250
782,0,111.445312500,28.476562500,153.500
783,0,112.148437500,28.476562500,88.750
784,0,112.851562500,28.476562500,90.875
785,0,113.554687500,28.476562500,82.875
786,0,114.257812500,28.476562500,74.875
787,0,114.960937500,28.476562500,66.875
788,0,115.664062500,28.476562500,73.000
789,0,116.367187500,28.476562500,231.500
790,0,117.070312500,28.476562500,389.999
791,0,117.773437500,28.476562500,548.499
792,0,118.476562500,28.476562500,538.919
793,0,119.179687500,28.476562500,395.430
794,0,119.882812500,28.476562500,242.460
795,0,120.585937500,28.476562500,73.444
796,0,121.289062500,28.476562500,-0.501
797,0,121.992187500,28.476562500,-27.033
798,0,122.695312500,28.476562500,-55.276
799,0,123.398437500,28.476562500,-83.519
800,0,101.601562500,27.773437500,3405.245
801,0,102.304687500,27.773437500,3414.745
802,0,103.007812500,27.773437500,2627.996
803,0,103.710937500,27.773437500,1841.247
804,0,104.414062500,27.773437500,1500.748
805,0,105.117187500,27.773437500,1606.498
806,0,105.820312500,27.773437500,1712.247
807,0,106.523437500,27.773437500,1329.748
808,0,107.226562500,27.773437500,1076.998
809,0,107.929687500,27.773437500,953.999
810,0,108.632812500,27.773437500,693.249
811,0,109.335937500,27.773437500,432.499
812,0,110.039062500,27.773437500,269.750
813,0,110.742187500,27.773437500,205.000
814,0,111.445312500,27.773437500,140.250
815,0,112.148437500,27.773437500,152.500
816,0,112.851562500,27.773437500,154.625
817,0,113.554687500,27.773437500,146.625
818,0,114.257812500,27.773437500,138.625
819,0,114.960937500,27.773437500,140.625
820,0,115.664062500,27.773437500,146.750
821,0,116.367187500,27.773437500,157.000
822,0,117.070312500,27.773437500,315.500
823,0,117.773437500,27.773437500,473.999
824,0,118.476562500,27.773437500,441.614
825,0,119.179687500,27.773437500,286.760
826,0,119.882812500,27.773437500,125.860
827,0,120.585937500,27.773437500,-0.501
828,0,121.289062500,27.773437500,-0.501
829,0,121.992187500,27.773437500,-20.081
830,0,122.695312500,27.773437500,-48.324
831,0,123.398437500,27.773437500,-410.174
832,0,101.601562500,27.070312500,2946.245
833,0,102.304687500,27.070312500,2955.745
834,0,103.007812500,27.070312500,2965.245
835,0,103.710937500,27.070312500,2178.497
836,0,104.414062500,27.070312500,1837.997
837,0,105.117187500,27.070312500,1943.747
838,0,105.820312500,27.070312500,1561.248
839,0,106.523437500,27.070312500,1178.748
840,0,107.226562500,27.070312500,925.999
841,0,107.929687500,27.070312500,802.999
842,0,108.632812500,27.070312500,679.999
843,0,109.335937500,27.070312500,419.249
844,0,110.039062500,27.070312500,256.500
845,0,110.742187500,27.070312500,191.750
846,0,111.445312500,27.070312500,204.000
847,0,112.148437500,27.070312500,216.250
848,0,112.851562500,27.070312500,218.375
849,0,113.554687500,27.070312500,210.375
850,0,114.257812500,27.070312500,212.375
851,0,114.960937500,27.070312500,214.375
852,0,115.664062500,27.070312500,220.500
853,0,116.367187500,27.070312500,230.750
854,0,117.070312500,27.070312500,241.000
855,0,117.773437500,27.070312500,399.499
856,0,118.476562500,27.070312500,367.114
857,0,119.179687500,27.070312500,175.436
858,0,119.882812500,27.070312500,34.601
859,0,120.585937500,27.070312500,-0.501
860,0,121.289062500,27.070312500,-0.501
861,0,121.992187500,27.070312500,-13.128
862,0,122.695312500,27.070312500,-98.890
863,0,123.398437500,27.070312500,-874.875
864,0,101.601562500,26.367187500,2487.246
865,0,102.304687500,26.367187500,2496.746
866,0,103.007812500,26.367187500,2506.246
867,0,103.710937500,26.367187500,2515.746
868,0,104.414062500,26.367187500,2175.247
869,0,105.117187500,26.367187500,1792.747
870,0,105.820312500,26.367187500,1410.248
871,0,106.523437500,26.367187500,1027.748
872,0,107.226562500,26.367187500,774.999
873,0,107.929687500,26.367187500,651.999
874,0,108.632812500,26.367187500,528.999
875,0,109.335937500,26.367187500,405.999
876,0,110.039062500,26.367187500,243.250
877,0,110.742187500,26.367187500,255.500
878,0,111.445312500,26.367187500,267.750
879,0,112.148437500,26.367187500,280.000
880,0,112.851562500,26.367187500,282.125
881,0,113.554687500,26.367187500,284.125
882,0,114.257812500,26.367187500,286.125
883,0,114.960937500,26.367187500,288.125
884,0,115.664062500,26.367187500,294.250
885,0,116.367187500,26.367187500,304.500
886,0,117.070312500,26.367187500,314.750
887,0,117.773437500,26.367187500,324.999
888,0,118.476562500,26.367187500,292.614
889,0,119.179687500,26.367187500,81.037
890,0,119.882812500,26.367187500,-18.968
891,0,120.585937500,26.367187500,-55.137
892,0,121.289062500,26.367187500,-0.501
893,0,121.992187500,26.367187500,-6.176
894,0,122.695312500,26.367187500,-563.590
895,0,123.398437500,26.367187500,-1339.575
896,0,101.601562500,25.664062500,2131.247
897,0,102.304687500,25.664062500,2140.747
898,0,103.007812500,25.664062500,2150.247
899,0,103.710937500,25.664062500,2159.747
900,0,104.414062500,25.664062500,2030.997
901,0,105.117187500,25.664062500,1648.497
902,0,105.820312500,25.664062500,1265.998
903,0,106.523437500,25.664062500,883.499
904,0,107.226562500,25.664062500,630.749
905,0,107.929687500,25.664062500,507.749
906,0,108.632812500,25.664062500,384.749
907,0,109.335937500,25.664062500,261.750
908,0,110.039062500,25.664062500,237.250
909,0,110.742187500,25.664062500,249.500
910,0,111.445312500,25.664062500,261.750
911,0,112.148437500,25.664062500,274.000
912,0,112.851562500,25.664062500,281.125
913,0,113.554687500,25.664062500,283.125
914,0,114.257812500,25.664062500,285.125
915,0,114.960937500,25.664062500,287.125
916,0,115.664062500,25.664062500,264.144
917,0,116.367187500,25.664062500,270.053
918,0,117.070312500,25.664062500,280.303
919,0,117.773437500,25.664062500,290.553
920,0,118.476562500,25.664062500,139.323
921,0,119.179687500,25.664062500,-0.501
922,0,119.882812500,25.664062500,-0.501
923,0,120.585937500,25.664062500,-36.438
924,0,121.289062500,25.664062500,-0.501
925,0,121.992187500,25.664062500,-48.291
926,0,122.695312500,25.664062500,-812.942
927,0,123.398437500,25.664062500,-1845.290
928,0,101.601562500,24.960937500,1878.247
929,0,102.304687500,24.960937500,1887.747
930,0,103.007812500,24.960937500,1897.247
931,0,103.710937500,24.960937500,1620.747
932,0,104.414062500,24.960937500,1491.998
933,0,105.117187500,24.960937500,1510.998
934,0,105.820312500,24.960937500,1128.498
935,0,106.523437500,24.960937500,745.999
936,0,107.226562500,24.960937500,493.249
937,0,107.929687500,24.960937500,370.249
938,0,108.632812500,24.960937500,247.250
939,0,109.335937500,24.960937500,231.250
940,0,110.039062500,24.960937500,206.750
941,0,110.742187500,24.960937500,173.750
942,0,111.445312500,24.960937500,186.000
943,0,112.148437500,24.960937500,198.250
944,0,112.851562500,24.960937500,205.375
945,0,113.554687500,24.960937500,207.375
946,0,114.257812500,24.960937500,209.375
947,0,114.960937500,24.960937500,204.865
948,0,115.664062500,24.960937500,175.570
949,0,116.367187500,24.960937500,140.432
950,0,117.070312500,24.960937500,137.659
951,0,117.773437500,24.960937500,117.847
952,0,118.476562500,24.960937500,-0.501
953,0,119.179687500,24.960937500,-0.501
954,0,119.882812500,24.960937500,-0.501
955,0,120.585937500,24.960937500,-0.501
956,0,121.289062500,24.960937500,-0.501
957,0,121.992187500,24.960937500,-929.142
958,0,122.695312500,24.960937500,-1616.035
959,0,123.398437500,24.960937500,-2759.924
960,0,101.601562500,24.257812500,1625.247
961,0,102.304687500,24.257812500,1634.747
962,0,103.007812500,24.257812500,1358.248
963,0,103.710937500,24.257812500,1081.748
964,0,104.414062500,24.257812500,952.999
965,0,105.117187500,24.257812500,971.998
966,0,105.820312500,24.257812500,990.998
967,0,106.523437500,24.257812500,608.499
968,0,107.226562500,24.257812500,355.749
969,0,107.929687500,24.257812500,232.750
970,0,108.632812500,24.257812500,216.750
971,0,109.335937500,24.257812500,200.750
972,0,110.039062500,24.257812500,176.250
973,0,110.742187500,24.257812500,143.250
974,0,111.445312500,24.257812500,110.250
975,0,112.148437500,24.257812500,122.500
976,0,112.851562500,24.257812500,129.625
977,0,113.554687500,24.257812500,131.625
978,0,114.257812500,24.257812500,127.116
979,0,114.960937500,24.257812500,122.606
980,0,115.664062500,24.257812500,85.703
981,0,116.367187500,24.257812500,54.445
982,0,117.070312500,24.257812500,16.721
983,0,117.773437500,24.257812500,-5.106
984,0,118.476562500,24.257812500,-7.317
985,0,119.179687500,24.257812500,-0.902
986,0,119.882812500,24.257812500,-0.501
987,0,120.585937500,24.257812500,-0.501
988,0,121.289062500,24.257812500,-0.501
989,0,121.992187500,24.257812500,-1752.804
990,0,122.695312500,24.257812500,-2804.867
991,0,123.398437500,24.257812500,-3674.558
992,0,101.601562500,23.554687500,1372.248
993,0,102.304687500,23.554687500,1095.748
994,0,103.007812500,23.554687500,819.249
995,0,103.710937500,23.554687500,542.749
996,0,104.414062500,23.554687500,413.999
997,0,105.117187500,23.554687500,432.999
998,0,105.820312500,23.554687500,451.999
999,0,106.523437500,23.554687500,470.999
1000,0,107.226562500,23.554687500,218.250
1001,0,107.929687500,23.554687500,202.250
1002,0,108.632812500,23.554687500,186.250
1003,0,109.335937500,23.554687500,170.250
1004,0,110.039062500,23.554687500,145.750
1005,0,110.742187500,23.554687500,112.750
1006,0,111.445312500,23.554687500,79.750
1007,0,112.148437500,23.554687500,46.750
1008,0,112.851562500,23.554687500,53.875
1009,0,113.554687500,23.554687500,49.366
1010,0,114.257812500,23.554687500,44.856
1011,0,114.960937500,23.554687500,40.347
1012,0,115.664062500,23.554687500,-0.501
1013,0,116.367187500,23.554687500,-0.937
1014,0,117.070312500,23.554687500,-7.920
1015,0,117.773437500,23.554687500,-15.432
1016,0,118.476562500,23.554687500,-16.941
1017,0,119.179687500,23.554687500,-10.643
1018,0,119.882812500,23.554687500,-1.097
1019,0,120.585937500,23.554687500,-0.501
1020,0,121.289062500,23.554687500,-281.388
1021,0,121.992187500,23.554687500,-1896.542
1022,0,122.695312500,23.554687500,-3470.871
1023,0,123.398437500,23.554687500,-4680.592
